Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,1/2/3 Colors
"[0, 0, 255]",0,25,0.46682732699264307,1,2
"[255, 255, 0]",2,15,0.5045822280080756,1,2
"[0, 0, 255]",2,5,0.4983196749963099,1,2
"[0, 0, 255]",2,25,0.47372526000253856,1,2
"[255, 255, 0]",0,20,0.4982142799999565,1,2
"[0, 0, 255]",0,30,0.6565900069981581,1,2
"[0, 0, 255]",0,15,0.4871354710048763,1,2
"[255, 255, 0]",0,20,0.4970605139969848,1,2
"[0, 0, 255]",0,10,0.47259775099519175,1,2
"[255, 255, 0]",0,30,0.5255065779929282,1,2
"[0, 0, 255]",2,10,0.49441389700223226,1,2
"[0, 0, 255]",2,10,0.5117968369886512,1,2
"[0, 0, 255]",0,25,0.4625705769867636,1,2
"[255, 255, 0]",2,35,0.5012866370088886,1,2
"[255, 255, 0]",2,0,0.43687177599349525,1,2
"[255, 255, 0]",2,20,0.4387427819892764,1,2
"[255, 255, 0]",2,20,0.40742636600043625,1,2
"[0, 0, 255]",2,10,0.5367375519999769,1,2
"[0, 0, 255]",0,15,0.490059764997568,1,2
"[255, 255, 0]",0,15,0.5688287099910667,1,2
"[255, 255, 0]",0,5,0.510266760000377,1,2
"[255, 255, 0]",2,10,0.44953416800126433,1,2
"[0, 0, 255]",0,30,0.556160230000387,1,2
"[0, 0, 255]",2,15,0.48505870399822015,1,2
"[255, 255, 0]",2,5,0.46307300199987367,1,2
"[0, 0, 255]",2,20,0.48584035300882533,1,2
"[0, 0, 255]",2,5,0.46457232200191356,1,2
"[0, 0, 255]",0,0,0.49755595599708613,1,2
"[255, 0, 0]",0,0,0.8556537970143836,1,3
"[255, 255, 0]",0,35,0.4418141420028405,1,3
"[255, 0, 0]",2,25,0.5228150149923749,1,3
"[255, 255, 0]",2,40,0.44432794899330474,1,3
"[255, 255, 0]",2,35,0.440926318988204,1,3
"[0, 0, 255]",0,5,0.5166941680072341,1,3
"[0, 0, 255]",0,30,0.4583346680010436,1,3
"[0, 0, 255]",0,30,0.4654347809992032,1,3
"[255, 255, 0]",2,20,0.5174671600107104,1,3
"[0, 0, 255]",2,15,0.49878761399304494,1,3
"[0, 0, 255]",2,0,0.49250122500234284,1,3
"[255, 255, 0]",2,0,0.5142428649996873,1,3
"[255, 0, 0]",0,40,0.5374856679991353,1,3
"[255, 0, 0]",0,20,0.40881197100679856,1,3
"[255, 255, 0]",2,10,0.5348292749986285,1,3
"[255, 0, 0]",2,5,0.6899317140050698,1,3
"[255, 0, 0]",2,10,0.4655011860013474,1,3
"[255, 0, 0]",0,5,0.3680564779933775,1,3
"[255, 255, 0]",0,15,0.4261509490024764,1,3
"[0, 0, 255]",2,0,0.39656463600113057,0,3
"[0, 0, 255]",2,10,0.5119961710006464,1,3
"[255, 0, 0]",0,40,0.5172487209929386,1,3
"[255, 255, 0]",0,35,0.4585353610018501,1,3
"[0, 0, 255]",0,15,0.4787614140077494,1,3
"[255, 0, 0]",2,35,0.5188654819939984,1,3
"[255, 255, 0]",0,15,0.4353315320040565,1,3
"[255, 0, 0]",0,35,0.500500018009916,1,3
"[0, 0, 255]",2,35,0.46255339799972717,1,3
"[0, 0, 255]",2,30,0.4232847779931035,1,3
"[0, 0, 255]",2,5,0.42306118400301784,1,3
"[255, 0, 0]",2,30,0.4688959210034227,1,3
"[0, 0, 255]",2,15,0.5068172239989508,1,3
"[255, 255, 0]",2,30,0.45818340800178703,1,3
"[0, 0, 255]",0,35,0.5344767890055664,1,3
"[255, 0, 0]",2,5,0.4585825669928454,1,3
"[255, 0, 0]",2,15,0.5743009540019557,1,3
