Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,1/2/3 Colors
"[255, 0, 0]",0,10,0.41623311600415036,1,3
"[255, 0, 0]",2,0,0.3985277130122995,1,3
"[0, 0, 255]",0,35,0.5638572210009443,1,3
"[255, 0, 0]",2,15,0.5116546459903475,1,3
"[0, 0, 255]",2,35,0.5360734949936159,0,3
"[255, 0, 0]",0,0,0.6067387939983746,1,3
"[255, 255, 0]",0,35,0.528469992990722,1,3
"[0, 0, 255]",2,10,0.47555803100112826,1,3
"[255, 255, 0]",0,25,0.4447300610045204,1,3
"[255, 255, 0]",0,30,0.5679420689994004,1,3
"[255, 0, 0]",0,20,0.501687675001449,1,3
"[255, 0, 0]",0,20,0.5194717090053018,1,3
"[0, 0, 255]",2,40,0.5387853670108598,1,3
"[0, 0, 255]",0,40,0.46745652898971457,1,3
"[255, 255, 0]",2,20,0.756684710009722,1,3
"[0, 0, 255]",2,30,0.48788185499142855,1,3
"[0, 0, 255]",2,40,0.45976593099476304,1,3
"[255, 255, 0]",2,15,0.45472826198965777,1,3
"[255, 0, 0]",2,35,0.5186438270029612,1,3
"[255, 255, 0]",2,0,0.6265964960039128,1,3
"[0, 0, 255]",2,10,0.4799421740026446,1,3
"[255, 0, 0]",0,5,0.5546840780007187,1,3
"[255, 0, 0]",2,30,0.4723571369977435,1,3
"[255, 255, 0]",2,0,0.48212786800286267,1,3
"[0, 0, 255]",2,5,0.5155471009929897,1,3
"[255, 0, 0]",2,15,0.5414042760094162,1,3
"[0, 0, 255]",2,25,0.38954589499917347,1,3
"[0, 0, 255]",0,10,0.6103192779992241,1,3
"[255, 0, 0]",0,35,0.6378740439977264,1,3
"[255, 0, 0]",0,25,0.5204055399954086,1,3
"[255, 0, 0]",0,15,0.4840292570006568,1,3
"[0, 0, 255]",2,40,0.47344021999742836,1,3
"[255, 255, 0]",0,10,0.5029372919962043,1,3
"[0, 0, 255]",2,35,0.5987778410053579,1,3
"[255, 0, 0]",0,15,0.4993640910106478,1,3
"[0, 0, 255]",0,15,0.490154358005384,1,3
"[0, 0, 255]",2,25,0.48786873200151604,1,3
"[255, 0, 0]",2,35,0.5303258280036971,1,3
"[255, 0, 0]",0,15,0.46874379500513896,1,3
