Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,Name,Trial,Circle Size (degrees),Experiment Name
"[255, 0, 0]",0,20,0.33012497797608376,1,Mingda,1,4,GR
"[255, 0, 0]",0,0,0.3026501400163397,1,Mingda,1,4,GR
"[0, 255, 0]",0,10,0.3685473980149254,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.3103521150187589,1,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.4361102340044454,1,Mingda,1,4,GR
"[0, 255, 0]",2,0,0.375050910981372,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.3201856960076839,1,Mingda,1,4,GR
"[0, 255, 0]",0,10,0.4174593359930441,1,Mingda,1,4,GR
"[255, 0, 0]",2,0,0.36468839301960543,1,Mingda,1,4,GR
"[255, 0, 0]",0,10,0.40506031695986167,1,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.37914841395104304,1,Mingda,1,4,GR
"[0, 255, 0]",0,0,0.34501502598868683,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.31708808202529326,1,Mingda,1,4,GR
"[0, 255, 0]",0,0,0.30443565698806196,1,Mingda,1,4,GR
"[0, 255, 0]",0,0,1.2270948119694367,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.3624498450080864,1,Mingda,1,4,GR
"[255, 0, 0]",0,10,0.3996919560013339,1,Mingda,1,4,GR
